Rk,Tm,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,Sk%,NY/A,ANY/A,4QC,GWD
1,San Diego Chargers,16,271,477,56.8,3375,26,5.5,30,6.3,55,7.5,5.7,13.2,210.9,72.5,32,191,6.3,6.6,5.0,1,2
2,Minnesota Vikings,16,352,592,59.5,3243,25,4.2,34,5.7,58,6.0,4.2,10.0,202.7,66.6,30,285,4.8,5.2,3.6,2,2
3,Dallas Cowboys,16,251,449,55.9,3176,25,5.6,17,3.8,91,7.6,7.0,13.6,198.5,83.1,33,229,6.8,6.6,6.0,1,3
4,St. Louis Cardinals,16,252,508,49.6,3171,16,3.1,21,4.1,74,6.6,5.4,13.3,198.2,64.2,22,186,4.2,6.0,4.8,0,1
5,New Orleans Saints,16,294,479,61.4,3151,17,3.5,16,3.3,71,7.2,6.4,11.7,196.9,81.2,37,301,7.2,6.1,5.4,2,4
6,Seattle Seahawks,16,261,467,55.9,3117,15,3.2,22,4.7,64,7.3,5.8,13.0,194.8,70.1,44,284,8.6,6.1,4.7,3,4
7,Los Angeles Rams,16,236,466,50.6,2874,13,2.8,22,4.7,68,6.7,5.1,13.2,179.6,61.7,34,235,6.8,5.7,4.3,3,6
8,Cleveland Browns,16,236,442,53.4,2859,22,5.0,21,4.8,69,7.1,6.0,13.3,178.7,72.9,35,278,7.3,6.0,4.9,2,2
9,New England Patriots,16,196,390,50.3,2800,15,3.8,25,6.4,75,7.7,5.6,15.3,175.0,62.2,24,206,5.8,6.8,4.8,3,6
10,Cincinnati Bengals,16,250,470,53.2,2741,14,3.0,30,6.4,57,6.5,4.2,12.2,171.3,56.7,38,298,7.5,5.4,3.3,1,1
11,Oakland Raiders,16,251,433,58.0,2727,16,3.7,31,7.2,49,7.1,4.7,12.3,170.4,62.7,39,368,8.3,5.8,3.5,3,3
12,Pittsburgh Steelers,16,212,380,55.8,2699,28,7.4,22,5.8,70,7.8,6.7,14.0,168.7,81.5,25,262,6.2,6.7,5.6,2,2
13,New York Jets,16,193,388,49.7,2607,19,4.9,28,7.2,77,7.6,5.4,15.3,162.9,61.5,43,350,10.0,6.0,4.0,2,2
14,Washington Redskins,16,212,438,48.4,2565,17,3.9,21,4.8,63,6.8,5.4,14.0,160.3,63.7,46,413,9.5,5.3,4.0,2,2
15,Miami Dolphins,16,226,379,59.6,2469,24,6.3,18,4.7,63,7.1,6.3,12.0,154.3,82.9,27,238,6.7,6.1,5.3,0,1
16,Atlanta Falcons,16,221,449,49.2,2402,11,2.4,23,5.1,71,6.4,4.6,13.0,150.1,56.7,56,481,11.1,4.8,3.1,5,6
17,Denver Broncos,16,217,391,55.5,2378,17,4.3,17,4.3,42,6.9,5.8,12.5,148.6,73.6,48,332,10.9,5.4,4.4,1,3
18,Houston Oilers,16,201,373,53.9,2338,16,4.3,17,4.6,80,6.6,5.4,12.3,146.1,69.9,17,135,4.4,6.0,4.9,6,6
19,Detroit Lions,16,247,429,57.6,2302,19,4.4,18,4.2,47,6.4,5.4,11.1,143.9,74.0,47,444,9.9,4.8,3.9,1,1
20,Buffalo Bills,16,203,388,52.3,2249,21,5.4,17,4.4,92,6.5,5.6,12.3,140.6,72.3,30,254,7.2,5.4,4.6,1,1
21,Philadelphia Eagles,16,207,401,51.6,2197,16,4.0,16,4.0,56,6.2,5.2,12.0,137.3,67.6,41,288,9.3,5.0,4.1,1,2
22,New York Giants,16,176,382,46.1,2145,13,3.4,27,7.1,67,6.4,3.9,13.8,134.1,48.9,38,283,9.0,5.1,2.8,1,1
23,Green Bay Packers,16,180,357,50.4,2084,11,3.1,18,5.0,58,6.6,5.0,13.1,130.3,60.9,37,274,9.4,5.3,3.8,1,1
24,Baltimore Colts,16,202,383,52.7,2063,17,4.4,30,7.8,78,6.6,4.0,12.6,128.9,55.9,49,480,11.3,4.8,2.4,2,1
25,San Francisco 49ers,16,190,435,43.7,1956,9,2.1,36,8.3,58,5.3,2.0,12.1,122.3,33.0,42,350,8.8,4.1,1.1,0,1
26,Chicago Bears,16,186,352,52.8,1933,7,2.0,28,8.0,61,6.3,3.1,11.9,120.8,45.9,34,288,8.8,5.0,2.1,1,2
27,Kansas City Chiefs,16,204,370,55.1,1834,7,1.9,16,4.3,44,5.5,3.9,10.0,114.6,59.2,21,198,5.4,4.7,3.2,,
28,Tampa Bay Buccaneers,16,151,361,41.8,1703,12,3.3,18,5.0,66,6.0,4.4,14.4,106.4,52.3,52,468,12.6,4.1,2.7,1,1
